Tweet,Suicide
http://twitpic.com/2yf0y - Me and my boyfriend  Tom  on my birthday night out,Not Suicide post
Wait I take this back  I fucking hate living in Markham and I want to actually kill myself damn,Potential Suicide post 
becaus honestly  you did nothing wrong. i dont know what the fuck is wrong with me sia. i feel worthless. you gaveâ¦ https://t.co/1RIuadu9mP,Potential Suicide post 
RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,Not Suicide post
So this goes well to show the average American trying to retire will die hungry and alone.,Potential Suicide post 
"RT @NonWhiteHat: Naming laws after dead children is a cynical ploy. ""If you don't support this law  you must want more kids to die  just liâ¦",Potential Suicide post 
@harrietlulu how weird. yesterday  i was thinking I really wanted to listen to Christmas songs.. not so strange I think.,Not Suicide post
I saw deer in the backyard from my bedroom window this morning,Not Suicide post
RT @ruinpeach: everyoneâs fighting about this but will is dead and wessaâs kids are dead and jemâs going to die one day along with jessaâsâ¦,Potential Suicide post 
"RT @no1bihet: One day ill kill myself and my suicide note will just be some shit like ""my arms are kinda chubby. Bye""",Potential Suicide post 
I getting tired of living the same day every single day,Potential Suicide post 
@xxandip uh oh i take it someone cant spell your name? im a katie and hate it when people put katy x,Not Suicide post
right then nsb archive done and dusted  ape accounts up to date  freeland winner sorted.. haha now to do some real work,Not Suicide post
Wants to be stimulated already,Not Suicide post
@Vintage_Twit Thanks for the offer!,Not Suicide post
RT @chimchim246: @987fm #SpeakYourselfSG iâve always hated my life. Iâve always felt like thereâs nothing to live for but BTS has helped meâ¦,Potential Suicide post 
RT @uglythxughts: Im tired of everything that is going on in my  life,Potential Suicide post 
they dropped these fucking teasers when i was in class YEAH THEY WANT ME TO DIE  RIGHT? https://t.co/nbjoTSHmuw,Potential Suicide post 
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,Potential Suicide post 
getting my english doneee!!!!!!!! ahh cant wait till holidays,Not Suicide post
Tyson smells like cookies.,Not Suicide post
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life,Not Suicide post
@tikitosca New York  please,Not Suicide post
Iâm so tired of living and college I just wanna drop out and work somewhere far away from everyone https://t.co/Dq3rIUxtbv,Potential Suicide post 
EVERY DAMN DAY. I HATE MYSELF. https://t.co/efhJYXcdU2,Potential Suicide post 
@eleahbaant I sure will.,Not Suicide post
@whitneyhess reminds me of your &quot;emotional response&quot; point (deleting mails in Gmail)  and why I turn off face recognition in iPhoto '09,Not Suicide post
@jdickerson www.youtube.com/Titomi15..WATCH THE VIDEOS COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me   Cheers x,Not Suicide post
@ShaileeMody thats a killing smile.. i m flattered...,Not Suicide post
@RapierTwit People say they feel expressionistic - I've never heard them say pointalistic,Not Suicide post
@carolw Misery loves company,Not Suicide post
I'm learning to twitter!! beats doing the taxes,Not Suicide post
FUCKING END MY LIFE,Potential Suicide post 
@ekalavyab saw it smetime back   bloody creative it is,Not Suicide post
RT @NeerajKA: Congratulations to everyone who bought a wiretap so they could buy stuff more easily https://t.co/SZrV7Q8Q8y,Not Suicide post
@wasim not tired of everything.,Not Suicide post
@yashir33 I want to be able to focus on solving this problem  not worrying about what might be said or done to you.,Not Suicide post
Sex dreams are my least favorite dreams. Like they're always weird and appear out of nowhere and then you think itsâ¦ https://t.co/1fdKAwFjwE,Potential Suicide post 
@300pockets you guys should look into a Cube or EDH! It's fun Xion as in kingdomhearts? From your profile pic  there's some resemblance!,Not Suicide post
âIm going to fucking kill myself cuz I have no purpose on this earth cuz everything I wanna do in this life has beeâ¦ https://t.co/inr5vuBccx,Potential Suicide post 
I swear it doesnât matter what time I go to sleep my body forever wakes up tired,Potential Suicide post 
He was not tired.,Not Suicide post
Watching ellen show...,Not Suicide post
Abdul is tired now.,Not Suicide post
support for making the world better place,Not Suicide post
Caffeinated and happy,Not Suicide post
i am getting close and i am not sure what to do anymore i have been really struggeling for about 5 month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i didnt think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started travelling focused on work and even started hobbies despite all this somet it feels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is difficult to do anthing its even hard to write this post i dont know what to do anymore i wake up everyday feeling like i am being tortured its been 5 months and it is driving me nuts feeling like i cant escape i could really use some words of wisdom right now,Potential Suicide post 
@tafelzoetstof I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase?,Not Suicide post
@julieallinson hb!,Not Suicide post
I quit  I keep grinding but still fucking suck. I no life something and I still fucking suck. Iâm never gonna get iâ¦ https://t.co/90Myx2lVgt,Potential Suicide post 
i'm tired of youâ¦ https://t.co/cAp1T1SFF1,Potential Suicide post 
I have chorus today. That makes me happy,Not Suicide post
i want to kill her.,Not Suicide post
@gerardway I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh it was random.I think You have sweet talking dear,Not Suicide post
@nerdd I was pretty sure that you were checking new Tweets on your iPhone during the meeting,Not Suicide post
I fucking miss you :( but youâre probably better off without me.,Potential Suicide post 
@visualmadness Hehe  thanks.,Not Suicide post
Jon Stewart loves Twitter http://www.thedailyshow.com/video/index.jhtml?videoId=219519&amp;title=twitter-frenzy,Not Suicide post
"@c_cannabiscafe A father  whose daughter committed suicide  saying  ""cannabis is very  very dangerous"" is an 'instrâ¦ https://t.co/iGIYBvXZdD",Potential Suicide post 
@ad8871 Michigan  USA @MelaynaLokosky @ravenvanderrave Hi  I know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive. I know entire towns have burned to the ground and hundreds of thousands are homeless evacuees. But please take some time to let ME know how to help,Potential Suicide post 
RT @TGGuide: TransFact: Sadly  around 78% of transgender people who were bullied at school have thought about or attempted suicide. This neâ¦,Potential Suicide post 
@wizbiff i need a different job  if he is gonna chat all night. he's cute so i'll get over it,Not Suicide post
@breatheheavycom jooooordan happy birthdaaaay enjoy the day and party a loot !,Not Suicide post
thanks for the photo @basibanget,Not Suicide post
@aT_TooL Woke  RT @NFear: Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want atteâ¦,Potential Suicide post 
Just broke 10 000 in Xbox 360 Achievements,Not Suicide post
@MegamanTV @tom_wilso @NHL @Capitals i play hockey  ive gotten penalties like that. dead play or not  you cant go iâ¦ https://t.co/J9vcMvoE23,Potential Suicide post 
...........why the fuck would they put Daniel is in a match against Brock? Do they want him to die on Sunday?,Potential Suicide post 
@coy0te Sure! But would i be a rebel for not waiting til Follow Friday? haha,Not Suicide post
A day researching prices for a buffet Mrs CM is doing on Friday. Heard yesterday that the deal for our new shop is finally progressing,Not Suicide post
@photojunkie I thought it said &quot;looking to get A shot&quot; for a second - I'm interested in both #mesh09,Not Suicide post
